Club,Name,Club_Position,Club_Joining,Contract_Expiry,Nationality,National_Position,Rating,Height,Weight,Preferred_Foot,Birth_Date,Age,Preferred_Position,Weak_foot
Gençlerbirliği,Luccas Claro,RCB,1/6/2017,2020.0,Brazil,,73,182 cm,89 kg,Right,10/2/1991,25,CB,2
Gençlerbirliği,Marko Milinković,CAM,7/1/2016,2018.0,Serbia,,68,179 cm,72 kg,Left,4/16/1988,28,LM/CAM,3
Gençlerbirliği,Murat Duruer,Sub,1/27/2017,2018.0,Turkey,,68,182 cm,77 kg,Left,1/15/1988,29,LM/LB,3
Gençlerbirliği,Nihat Şahin,Sub,6/14/2016,2018.0,Turkey,,68,191 cm,85 kg,Right,9/15/1989,27,GK,3
Gençlerbirliği,Orhan Şam,Sub,7/12/2016,2018.0,Turkey,,67,181 cm,74 kg,Right,6/1/1986,30,RB,2
Gençlerbirliği,Selçuk Şahin,LDM,1/14/2016,2017.0,Turkey,,75,189 cm,88 kg,Right,1/30/1981,36,CDM,3
Gençlerbirliği,Serdar Gürler,RM,1/13/2016,2017.0,Turkey,,75,173 cm,65 kg,Right,9/14/1991,25,RM/LM,4
Gençlerbirliği,Sergey Politsevich,LCB,1/14/2016,2017.0,Belarus,,73,186 cm,80 kg,Right,4/9/1990,26,CB,4
Gençlerbirliği,Tokelo Rantie,ST,8/26/2016,2018.0,South Africa,,67,172 cm,68 kg,Right,8/9/1990,26,ST,3
Gençlerbirliği,Umut Sözen,Res,1/18/2017,2018.0,Turkey,,61,179 cm,67 kg,Left,1/27/1990,27,CAM/LM,3
Gençlerbirliği,Uğur Çiftçi,LB,8/12/2013,2018.0,Turkey,,68,179 cm,72 kg,Left,5/4/1992,24,LB/LM,2
Gençlerbirliği,Vedat Muriqi,Sub,7/1/2016,2019.0,Kosovo,,69,194 cm,86 kg,Left,4/24/1994,22,ST,3
Getafe CF,Alberto,GK,7/15/2016,2018.0,Spain,,73,182 cm,73 kg,Right,2/9/1985,32,GK,3
Getafe CF,Alejandro Faurlín,RDM,8/8/2016,2017.0,Argentina,,72,185 cm,76 kg,Left,8/9/1986,30,CDM/CM,2
Getafe CF,Calderón,Res,8/15/2016,2017.0,Spain,,63,182 cm,69 kg,Right,4/14/1995,21,RW/RM,3
Getafe CF,Chuli,Sub,7/9/2015,2020.0,Spain,,68,177 cm,73 kg,Left,1/25/1991,26,ST/RM,3
Getafe CF,Damián Suárez,RB,7/8/2015,2018.0,Uruguay,,74,172 cm,61 kg,Right,4/27/1988,28,RB/RWB,3
Getafe CF,Dani Pacheco,LM,7/12/2014,2017.0,Spain,,74,168 cm,65 kg,Right,1/5/1991,26,LM,3
Getafe CF,Daniel Díaz,RCB,8/1/2016,2017.0,Argentina,,74,183 cm,77 kg,Right,7/13/1979,37,CB/RB,3
Getafe CF,David Fuster,Sub,7/4/2016,2017.0,Spain,,70,178 cm,71 kg,Right,2/3/1982,35,CAM/CDM/LM,5
Getafe CF,David Gil,Res,7/7/2015,2017.0,Spain,,60,183 cm,82 kg,Left,1/11/1994,23,GK,2
Getafe CF,Emiliano Buendía,Sub,7/1/2014,2021.0,Argentina,,68,170 cm,65 kg,Right,12/25/1996,20,LM/CAM/RB,3
Getafe CF,Facundo Castillón,Sub,8/8/2014,2018.0,Argentina,,70,173 cm,71 kg,Right,8/21/1985,31,RM/RW/LW,3
Getafe CF,Guaita,Sub,7/31/2014,2018.0,Spain,,73,190 cm,81 kg,Right,2/18/1987,30,GK,3
Getafe CF,Gustavo,Res,7/1/2015,2018.0,Ecuador,,61,174 cm,65 kg,Right,4/6/1997,19,CM,3
Getafe CF,Jesús González,Res,7/1/2016,2017.0,Spain,,62,177 cm,67 kg,Right,1/7/1994,23,CB,3
Getafe CF,Jorge Molina,ST,7/1/2016,2018.0,Spain,,73,188 cm,77 kg,Right,4/22/1982,34,ST/CF,4
Getafe CF,Juan Cala,LCB,7/1/2015,2018.0,Spain,,72,187 cm,76 kg,Right,11/26/1989,27,CB,3
Getafe CF,Kaan Baysal,Sub,12/16/2016,2018.0,Turkey,,65,177 cm,69 kg,Right,1/19/1996,21,CM/LM,5
Getafe CF,Luis Acosta,Res,7/4/2016,2017.0,Spain,,64,178 cm,69 kg,Right,7/13/1994,22,CB/LB,3
Getafe CF,Mehdi Lacen,LDM,7/1/2011,2017.0,Algeria,,73,176 cm,70 kg,Left,3/15/1984,33,CDM/CM,3
Getafe CF,Miguel Ángel,Sub,7/1/2014,2017.0,Spain,,64,177 cm,72 kg,Right,1/26/1995,22,RB,3
Getafe CF,Molinero,LB,7/1/2016,2018.0,Spain,,72,175 cm,64 kg,Right,7/26/1985,31,LB/RB,2
Getafe CF,Mora,Sub,1/3/2017,2017.0,Spain,,70,182 cm,77 kg,Right,8/30/1979,37,CDM/CM,3
Getafe CF,Nicolás Gorosito,Sub,7/1/2016,2017.0,Argentina,,72,186 cm,79 kg,Right,8/17/1988,28,CB,3
Getafe CF,Paul Anton,Sub,9/7/2015,2018.0,Romania,,71,182 cm,75 kg,Right,5/10/1991,25,CDM/CM,3
Getafe CF,Peña,Sub,12/23/2016,2017.0,Spain,,68,181 cm,76 kg,Left,7/28/1983,33,LB/LWB,3
Getafe CF,Portillo,CAM,7/1/2015,2018.0,Spain,,72,169 cm,63 kg,Right,6/13/1990,26,CAM/RM/CM,3
Getafe CF,Stefan Šćepović,Sub,7/1/2016,2020.0,Serbia,,71,186 cm,75 kg,Right,1/10/1990,27,ST/CF,2
Getafe CF,Álvaro Jiménez,RM,7/1/2014,2018.0,Spain,,71,176 cm,62 kg,Right,5/19/1995,21,RM,3
Gillingham,Aaron Morris,Sub,5/29/2014,2018.0,Wales,,61,183 cm,71 kg,Right,12/30/1989,27,CDM/RB,3
Gillingham,Adedeji Oshilaja,LCB,3/29/2012,2017.0,England,,63,181 cm,75 kg,Right,2/26/1993,24,CB/RB,3
Gillingham,Ben Chapman,Res,9/1/2016,2018.0,England,,55,175 cm,69 kg,Right,12/31/1998,18,CM,4
Gillingham,Bradley Dack,CAM,8/1/2012,2018.0,England,,68,175 cm,71 kg,Right,12/31/1993,23,CAM/CM,3
Gillingham,Bradley Garmston,Sub,7/1/2015,2018.0,Republic of Ireland,,64,175 cm,69 kg,Left,1/18/1994,23,LB,2
Gillingham,Chris Herd,Sub,10/10/2016,2017.0,Australia,,63,173 cm,76 kg,Right,4/4/1989,27,CDM/RB/CB,3
Gillingham,Cody McDonald,LS,7/10/2013,2017.0,England,,64,178 cm,70 kg,Right,5/30/1986,30,ST,3
Gillingham,Darren Oldaker,Sub,5/10/2016,2017.0,England,,60,176 cm,78 kg,Right,1/4/1999,18,CM,3
Gillingham,Elliott List,Res,5/6/2015,2017.0,England,,57,178 cm,72 kg,Right,5/12/1997,19,RM/LM,3
Gillingham,Emmanuel Osadebe,Sub,5/14/2015,2017.0,Republic of Ireland,,59,188 cm,71 kg,Right,10/1/1996,20,CM,3
Gillingham,Harry Cornick,Res,1/1/2013,2017.0,England,,57,180 cm,84 kg,Right,4/9/1995,21,RM,2
Gillingham,Jake Hessenthaler,LCM,2/1/2013,2019.0,England,,60,176 cm,64 kg,Right,4/20/1994,22,CM,2
Gillingham,Joe Quigley,RS,1/1/2015,2018.0,Republic of Ireland,,62,193 cm,83 kg,Right,12/10/1996,20,ST,2
Gillingham,Josh Parker,Sub,1/28/2017,2017.0,Antigua & Barbuda,,60,180 cm,76 kg,Right,12/1/1990,26,ST/RM,3
Gillingham,Josh Pask,Sub,11/1/2014,2020.0,England,,55,187 cm,76 kg,Right,11/1/1997,19,CB/CDM,2
Gillingham,Josh Wright,Sub,8/7/2015,2018.0,England,,63,185 cm,74 kg,Right,11/6/1989,27,CM/CDM,3
Gillingham,Lee Martin,LWB,7/6/2016,2018.0,England,,67,180 cm,80 kg,Right,2/9/1987,30,LM/RM,4
Gillingham,Mark Byrne,RCM,7/1/2016,2018.0,Republic of Ireland,,60,175 cm,70 kg,Right,11/9/1988,28,CM,3
Gillingham,Max Ehmer,RCB,7/2/2015,2018.0,Germany,,65,188 cm,70 kg,Right,2/3/1992,25,CB,3
Gillingham,Mitchell Dickenson,Res,1/25/2015,2017.0,England,,56,191 cm,87 kg,Left,9/14/1996,20,CB/LB,2
Gillingham,Noel Mbo,Sub,1/1/2015,2018.0,DR Congo,,57,185 cm,82 kg,Right,3/14/1999,18,ST,3
Gillingham,Oliver Muldoon,RWB,2/21/2017,2017.0,England,,55,183 cm,76 kg,Left,9/3/1994,22,CM/RB,3
Gillingham,Rory Donnelly,Sub,7/1/2015,2017.0,Northern Ireland,,63,188 cm,81 kg,Right,2/18/1992,25,ST,3
Gillingham,Ryan Jackson,Sub,7/1/2015,2017.0,England,,62,175 cm,65 kg,Right,7/31/1990,26,RB/RWB,3
Gillingham,Scott Wagstaff,Res,7/7/2016,2018.0,England,,65,178 cm,79 kg,Right,3/31/1990,26,RWB/CM,4
Gillingham,Stuart Nelson,GK,7/20/2012,2018.0,England,,62,187 cm,84 kg,Right,9/17/1981,35,GK,3
Gillingham,Thomas Hadler,Sub,8/19/2014,2018.0,England,,57,196 cm,79 kg,Right,7/30/1996,20,GK,2
Gillingham,Zesh Rehman,CB,2/23/2017,2017.0,Pakistan,,60,189 cm,82 kg,Right,10/14/1983,33,CB/RB,3
Gimnàstic,Achille Emaná,RS,1/1/2017,2017.0,Cameroon,,75,180 cm,77 kg,Right,6/5/1982,34,CAM/LM,3
Gimnàstic,Amadou Boiro,Res,7/1/2016,2017.0,Senegal,,62,180 cm,75 kg,Right,12/15/1995,21,CDM/CB,3
Gimnàstic,Bruno Perone,CB,1/2/2017,2017.0,Brazil,,68,191 cm,85 kg,Right,7/6/1987,29,CB/CDM,4
Gimnàstic,Cordero,Sub,8/31/2016,2017.0,Spain,,68,178 cm,72 kg,Right,9/10/1987,29,CM/CDM,3
Gimnàstic,Daisuke Suzuki,RCB,2/8/2016,2018.0,Japan,,70,181 cm,75 kg,Right,1/29/1990,27,CB/RB,3
Gimnàstic,Ferrán Giner,Sub,7/1/2013,2018.0,Spain,,67,176 cm,69 kg,Left,1/27/1988,29,LM/LB,3
Gimnàstic,Gerard Valentín,RWB,6/7/2014,2019.0,Spain,,69,176 cm,74 kg,Right,7/28/1993,23,RB/RWB,3
Gimnàstic,Iago Bouzón,LCB,7/2/2015,2017.0,Spain,,67,182 cm,72 kg,Right,3/17/1983,34,CB/RB,3
Gimnàstic,Ikechukwu Uche,Sub,8/10/2016,2017.0,Nigeria,,70,172 cm,70 kg,Right,1/5/1984,33,ST,3
Gimnàstic,Jean Luc Assoubre,Res,7/1/2013,2018.0,Ivory Coast,,68,180 cm,67 kg,Right,8/8/1992,24,RW/RM,3
Gimnàstic,José Carlos,Sub,7/5/2016,2017.0,Spain,,68,177 cm,68 kg,Left,7/17/1987,29,RM/LM,4
Gimnàstic,José Perales,Res,7/1/2016,2017.0,Spain,,59,185 cm,73 kg,Right,5/25/1993,23,GK,3
Gimnàstic,Juan Delgado,LS,8/5/2016,2020.0,Chile,,70,177 cm,71 kg,Right,3/5/1993,24,LW/RW/CAM,3
Gimnàstic,Juan Muñiz,CM,1/8/2016,2018.0,Spain,,69,178 cm,74 kg,Left,3/14/1992,25,LM/RM,2
Gimnàstic,Lobato,Sub,11/26/2015,2018.0,Spain,,70,174 cm,66 kg,Left,3/7/1989,28,RM/CM/LWB,2
Gimnàstic,Luismi,Sub,7/1/2016,2018.0,Spain,,71,180 cm,76 kg,Right,5/1/1992,24,CDM/CB,3
Gimnàstic,Lévy Madinda,LCM,7/1/2013,2018.0,Gabon,,69,173 cm,70 kg,Right,6/22/1992,24,CDM/RM,3
Gimnàstic,Manolo Martínez,Res,8/8/2014,2017.0,Spain,,60,183 cm,82 kg,Right,6/15/1980,36,CB/CM,3
Gimnàstic,Manolo Reina,GK,7/1/2013,2018.0,Spain,,70,185 cm,80 kg,Right,4/1/1985,31,GK,3
Gimnàstic,Manu Barreiro,Sub,1/1/2017,2019.0,Spain,,71,192 cm,81 kg,Right,1/1/1987,30,ST,2
Gimnàstic,Mohamed Djetei,Res,7/4/2016,2020.0,Cameroon,Sub,67,185 cm,73 kg,Right,8/18/1994,22,CB,3
Gimnàstic,Mossa,LWB,7/7/2014,2018.0,Spain,,70,178 cm,72 kg,Left,1/24/1989,28,LB/LWB,3
Gimnàstic,Sergio Tejera,RCM,7/8/2015,2018.0,Spain,,72,180 cm,75 kg,Left,5/28/1990,26,CDM/CAM,2
Gimnàstic,Stole Dimitrievski,Sub,8/16/2016,2018.0,FYR Macedonia,,68,188 cm,81 kg,Right,12/25/1993,23,GK,2
Gimnàstic,Stéphane Emaná,Sub,7/1/2013,2019.0,Cameroon,,68,181 cm,74 kg,Right,6/17/1994,22,ST/LW,3
Gimnàstic,Wilfried Zahibo,Sub,7/8/2016,2019.0,France,,65,189 cm,77 kg,Left,8/21/1993,23,CDM/CM,3
Gimnàstic,Xavi Molina,Sub,7/1/2013,2018.0,Spain,,68,182 cm,77 kg,Right,7/19/1986,30,CB/CDM,3
Gimnàstic,Àlex López,Sub,7/27/2015,2019.0,Spain,,67,187 cm,75 kg,Left,9/18/1993,23,ST,3
Giron. Bordeaux,Abdou Traoré,Sub,1/1/2010,2017.0,Mali,,69,180 cm,82 kg,Right,1/17/1988,29,CDM/CM,3
Giron. Bordeaux,Adam Ounas,Sub,10/3/2015,2021.0,Algeria,,72,172 cm,65 kg,Left,11/11/1996,20,RW/LM,4
Giron. Bordeaux,Cédric Carrasso,GK,7/1/2009,2017.0,France,,81,187 cm,93 kg,Right,12/30/1981,35,GK,3
Giron. Bordeaux,Daniel Mancini,Res,1/26/2017,2020.0,Argentina,,64,172 cm,72 kg,Right,11/11/1996,20,CM,3
Giron. Bordeaux,Diego Contento,Sub,8/11/2014,2018.0,Germany,,73,177 cm,75 kg,Left,5/1/1990,26,LB,3
Giron. Bordeaux,Diego Rolán,ST,1/1/2013,2018.0,Uruguay,Sub,77,176 cm,71 kg,Right,3/24/1993,24,ST/LW,4
Giron. Bordeaux,François Kamano,Sub,7/29/2016,2020.0,Guinea,,74,182 cm,73 kg,Right,5/1/1996,20,RM/LW,4
Giron. Bordeaux,Gaëtan Laborde,Sub,7/1/2012,2020.0,France,,73,181 cm,79 kg,Left,5/3/1994,22,ST,3
Giron. Bordeaux,Igor Lewczuk,RCB,8/31/2016,2018.0,Poland,Sub,73,187 cm,85 kg,Right,5/30/1985,31,CB,3
Giron. Bordeaux,Jaroslav Plašil,RCM,7/8/2009,2017.0,Czech Republic,,75,182 cm,72 kg,Right,1/5/1982,35,CM/CDM,5
Giron. Bordeaux,Jorris Romil,Res,6/9/2016,2020.0,France,,63,185 cm,75 kg,Right,12/27/1994,22,ST,3
Giron. Bordeaux,Jérémy Ménez,LW,8/1/2016,2019.0,France,,77,181 cm,78 kg,Right,5/7/1987,29,ST/LW,4
Giron. Bordeaux,Jérémy Toulalan,CDM,6/29/2016,2018.0,France,,80,183 cm,85 kg,Right,9/10/1983,33,CDM,3
Giron. Bordeaux,Jérôme Prior,Sub,3/22/2014,2020.0,France,,71,184 cm,86 kg,Right,8/8/1995,21,GK,2
Giron. Bordeaux,Malcom,RW,1/31/2016,2020.0,Brazil,,78,171 cm,71 kg,Left,2/26/1997,20,RM/RW,4
Giron. Bordeaux,Mauro Arambarri,Sub,1/1/2016,2020.0,Uruguay,,67,175 cm,76 kg,Right,9/30/1995,21,CM/CDM,3
Giron. Bordeaux,Maxime Poundjé,LB,6/1/2012,2019.0,France,,73,179 cm,74 kg,Left,8/16/1992,24,LB,3
Giron. Bordeaux,Milan Gajić,Sub,7/22/2015,2020.0,Serbia,,72,178 cm,75 kg,Right,1/28/1996,21,RB,3
Giron. Bordeaux,Nicolas Maurice-Belay,Sub,7/1/2011,2017.0,France,,75,182 cm,80 kg,Left,4/19/1985,31,LM/LW,3
Giron. Bordeaux,Nicolas Pallois,LCB,6/17/2014,2018.0,France,,76,190 cm,89 kg,Left,9/19/1987,29,CB,3
Giron. Bordeaux,Paul Bernardoni,Res,1/31/2016,2021.0,France,,69,190 cm,86 kg,Left,4/18/1997,19,GK,2
Giron. Bordeaux,Robin Maulun,Res,7/30/2015,2023.0,France,,64,176 cm,67 kg,Right,11/23/1996,20,CAM/CM,3
Giron. Bordeaux,Thomas Touré,Res,7/1/2014,2019.0,Ivory Coast,,75,175 cm,76 kg,Right,12/27/1993,23,CAM,3
Giron. Bordeaux,Théo Pellenard,Sub,12/15/2013,2017.0,France,,69,182 cm,76 kg,Left,3/4/1994,23,LB,3
Giron. Bordeaux,Valentin Vada,LCM,9/27/2013,2020.0,Argentina,,75,172 cm,71 kg,Right,3/6/1996,21,CM,4
Giron. Bordeaux,Vukasin Jovanovic,Sub,2/20/2015,2020.0,Serbia,,66,188 cm,80 kg,Left,5/17/1996,20,CB,2
Giron. Bordeaux,Younousse Sankharé,Sub,1/30/2017,2021.0,Senegal,,75,184 cm,76 kg,Left,9/10/1989,27,CM/CDM,3
Giron. Bordeaux,Younès Kaabouni,Res,9/24/2013,2018.0,France,,63,179 cm,70 kg,Right,5/23/1995,21,CM/CAM,3
Giron. Bordeaux,Youssouf Sabaly,RB,7/1/2013,2020.0,France,,76,174 cm,64 kg,Right,3/5/1993,24,RB,4
Giron. Bordeaux,Zaydou Youssouf,Res,11/26/2016,2020.0,France,,64,178 cm,70 kg,Left,7/11/1999,17,CM,3
Girona CF,Aday Benítez,LWB,7/16/2014,2019.0,Spain,,70,179 cm,75 kg,Right,12/16/1987,29,LWB/RWB,4
Girona CF,Alcalá,CB,8/30/2015,2019.0,Spain,,73,196 cm,93 kg,Right,3/19/1989,28,CB,4
Girona CF,Borja García,CM,8/26/2015,2019.0,Spain,,73,176 cm,72 kg,Right,11/2/1990,26,CM/LM,3
Girona CF,Cifuentes,RWB,7/15/2016,2019.0,Spain,,73,173 cm,65 kg,Right,10/5/1990,26,RWB/RM,3
Girona CF,Cristian Herrera,Sub,2/2/2016,2018.0,Spain,,69,189 cm,85 kg,Left,3/1/1991,26,ST,2
Girona CF,Eloi Amagat,Sub,7/1/2012,2018.0,Spain,,67,180 cm,72 kg,Right,5/21/1985,31,CM/CDM,3
Girona CF,Felipe Sanchón,Res,8/14/2012,2017.0,Spain,,66,164 cm,63 kg,Left,4/8/1982,34,ST/CAM,3
Girona CF,Gianni Cassaró,Res,7/21/2016,2018.0,Spain,,59,180 cm,75 kg,Right,4/10/1992,24,GK,3
Girona CF,Granell,LCM,7/1/2014,2018.0,Spain,,70,175 cm,70 kg,Left,8/2/1988,28,CM,4
Girona CF,Johan Mojica,Sub,7/28/2014,2018.0,Colombia,,70,185 cm,73 kg,Left,8/21/1992,24,LM/LB,2
Girona CF,Juan Cámara,Sub,7/3/2014,2017.0,Spain,,67,180 cm,66 kg,Left,2/13/1994,23,CM/LW,3
Girona CF,Juanpe,LCB,7/7/2016,2019.0,Spain,,73,190 cm,85 kg,Right,4/30/1991,25,CB,3
Girona CF,Kiko Olivas,Sub,7/24/2015,2017.0,Spain,,74,189 cm,83 kg,Right,8/21/1988,28,CB,3
Girona CF,Marc Carbó,Res,7/1/2016,2017.0,Spain,,60,180 cm,75 kg,Right,5/21/1994,22,CM,3
Girona CF,Pablo Maffeo,Sub,7/1/2014,2019.0,Spain,,68,173 cm,66 kg,Right,7/12/1997,19,RB/RWB,3
Girona CF,Pablo Marí,Sub,8/15/2016,2017.0,Spain,,68,191 cm,87 kg,Left,8/31/1993,23,CB,3
Girona CF,Pere Pons,RCM,9/1/2012,2018.0,Spain,,72,177 cm,70 kg,Right,2/20/1993,24,CM/CDM,3
Girona CF,Portu,Sub,7/1/2016,2019.0,Spain,,73,178 cm,70 kg,Right,5/21/1992,24,CM/CAM,4
Girona CF,Ramalho,RCB,7/1/2016,2019.0,Spain,,72,181 cm,68 kg,Right,6/10/1993,23,CB/RB,2
Girona CF,René,GK,7/1/2016,2018.0,Spain,,69,183 cm,79 kg,Right,12/15/1983,33,GK,2
Girona CF,Richy,Sub,8/1/2011,2017.0,Spain,,69,184 cm,80 kg,Right,9/11/1984,32,CB,3
Girona CF,Rubén Alcaraz,Sub,7/1/2015,2017.0,Spain,,68,180 cm,80 kg,Right,5/1/1991,25,CM/CB,3
Girona CF,Samuele Longo,RS,7/1/2012,2018.0,Italy,,71,186 cm,78 kg,Right,1/12/1992,25,ST,3
Girona CF,Sandaza,LS,7/8/2016,2018.0,Spain,,70,188 cm,80 kg,Right,11/30/1984,32,ST,3
Girona CF,Sebas Coris,Sub,8/14/2014,2018.0,Spain,,66,182 cm,72 kg,Right,1/1/1993,24,RWB/LWB,3
Girona CF,Sergi Álamo,Res,8/15/2015,2019.0,Spain,,60,190 cm,80 kg,Left,8/27/1997,19,LB,2
Girona CF,Serrano,Res,7/1/2015,2017.0,Spain,,60,180 cm,75 kg,Right,4/25/1995,21,RW/RM,3
Girona CF,Yassine Bounou,Sub,7/12/2016,2018.0,Morocco,,71,192 cm,78 kg,Left,4/5/1991,25,GK,3
Go Ahead Eagles,Chris David,Res,8/14/2015,2017.0,Netherlands,,64,170 cm,70 kg,Left,3/6/1993,24,CAM,4
Go Ahead Eagles,Daniel Crowley,CAM,8/4/2014,2017.0,England,,64,175 cm,68 kg,Right,7/3/1997,19,CAM/LW,3
Go Ahead Eagles,Darren Maatsen,Sub,2/15/2016,2017.0,Netherlands,,65,183 cm,71 kg,Right,1/30/1990,27,RW/ST,3
Go Ahead Eagles,Dennis Hettinga,Sub,7/1/2015,2017.0,Netherlands,,59,180 cm,75 kg,Right,9/12/1995,21,RB,2
Go Ahead Eagles,Elvis Manu,LW,8/29/2015,2018.0,Ghana,,70,173 cm,70 kg,Right,8/13/1993,23,LW/ST,4
Go Ahead Eagles,Erik Cummins,Sub,7/26/2013,2017.0,Netherlands,,65,185 cm,80 kg,Right,8/10/1988,28,GK,2
Go Ahead Eagles,Givan Werkhoven,Res,7/1/2016,2017.0,Netherlands,,55,185 cm,68 kg,Right,9/27/1997,19,ST,3
Go Ahead Eagles,Jarchinio Antonia,RW,9/6/2016,2017.0,Curacao,,68,169 cm,63 kg,Right,12/27/1990,26,RW,4
Go Ahead Eagles,Joey Groenbast,RB,7/1/2015,2019.0,Netherlands,,63,183 cm,77 kg,Right,5/1/1995,21,RB/LB,3
Go Ahead Eagles,Joey Suk,Sub,7/1/2016,2018.0,Netherlands,,64,185 cm,82 kg,Right,7/8/1989,27,CM/CDM,3
Go Ahead Eagles,Lars Lambooij,Sub,7/1/2013,2017.0,Netherlands,,65,177 cm,74 kg,Right,4/16/1988,28,RB,3
Go Ahead Eagles,Leon de Kogel,Sub,8/3/2015,2018.0,Netherlands,,66,193 cm,88 kg,Right,11/13/1991,25,ST,2
Go Ahead Eagles,Ludcinio Marengo,Sub,7/1/2015,2018.0,Netherlands,,65,175 cm,70 kg,Right,9/14/1991,25,LW,3
Go Ahead Eagles,Lum Rexhepi,Sub,2/9/2017,2018.0,Kosovo,,66,192 cm,90 kg,Right,8/3/1992,24,CB,2
Go Ahead Eagles,Marcel Ritzmaier,LB,2/1/2010,2018.0,Austria,,67,180 cm,75 kg,Left,4/22/1993,23,CM/LB,3
Go Ahead Eagles,Mark Spenkelink,Res,7/1/2016,2017.0,Netherlands,,57,190 cm,70 kg,Right,1/27/1997,20,GK,4
Go Ahead Eagles,Norichio Nieveld,Sub,7/5/2015,2017.0,Netherlands,,65,189 cm,80 kg,Right,4/25/1989,27,CB/CDM,3
Go Ahead Eagles,Patrick Maneschijn,Res,7/1/2016,2017.0,Netherlands,,56,175 cm,68 kg,Right,1/4/1997,20,RW,3
Go Ahead Eagles,Pedro Chirivella,RCM,7/7/2014,2020.0,Spain,,61,178 cm,66 kg,Right,5/23/1997,19,CM/CDM,3
Go Ahead Eagles,Rochdi Achenteh,Sub,8/31/2016,2017.0,Morocco,,66,165 cm,63 kg,Left,3/7/1988,29,LB,3
Go Ahead Eagles,Sam Hendriks,ST,7/1/2016,2019.0,Netherlands,,66,180 cm,77 kg,Right,1/25/1995,22,ST,3
Go Ahead Eagles,Sander Duits,LCM,8/28/2014,2017.0,Netherlands,,68,183 cm,78 kg,Left,8/29/1983,33,CDM/CM,3
Go Ahead Eagles,Sander Fischer,RCB,7/1/2016,2018.0,Netherlands,,69,184 cm,81 kg,Right,9/3/1988,28,CB,3
Go Ahead Eagles,Sébastien Locigno,Sub,2/2/2015,2019.0,Belgium,,64,182 cm,68 kg,Right,9/2/1995,21,RB,3
Go Ahead Eagles,Theo Zwarthoed,GK,8/5/2015,2017.0,Netherlands,,66,188 cm,88 kg,Right,11/19/1982,34,GK,3
Go Ahead Eagles,Thijs Dekker,Res,7/1/2016,2017.0,Netherlands,,56,180 cm,73 kg,Right,1/31/1997,20,CM,3
Go Ahead Eagles,Tom Daemen,Sub,8/29/2015,2017.0,Netherlands,,65,181 cm,85 kg,Right,6/17/1985,31,CM/CDM,3
Go Ahead Eagles,Xandro Schenk,LCB,7/1/2013,2018.0,Netherlands,,68,188 cm,79 kg,Left,4/28/1993,23,CB/LB,2
Godoy Cruz,Danilo Ortiz,LCB,2/16/2017,2020.0,Paraguay,,66,188 cm,86 kg,Left,7/28/1992,24,CB,3
Godoy Cruz,Diego Poyet,Res,2/7/2017,2023.0,Uruguay,,67,183 cm,74 kg,Right,5/8/1995,21,CDM,3
Godoy Cruz,Diego Viera,RCB,1/8/2015,2018.0,Paraguay,,72,185 cm,91 kg,Right,4/30/1991,25,CB,3
Godoy Cruz,Ezequiel Bonacorso,Res,2/20/2015,2023.0,Argentina,,60,174 cm,70 kg,Right,8/9/1993,23,RB,3
Godoy Cruz,Fabián Henríquez,CDM,1/1/2015,2020.0,Argentina,,60,185 cm,74 kg,Left,6/8/1995,21,LM,3
Godoy Cruz,Fabrizio Angileri,Sub,2/9/2013,2022.0,Argentina,,63,184 cm,84 kg,Left,3/15/1994,23,LM/RM,3
Godoy Cruz,Facundo Cobos,Sub,1/4/2016,2020.0,Argentina,,61,178 cm,83 kg,Left,2/19/1993,24,LB,3
Godoy Cruz,Facundo Silva,Sub,1/23/2016,2020.0,Argentina,,68,174 cm,73 kg,Right,1/19/1991,26,LM,3
Godoy Cruz,Gabriel Carabajal,Sub,1/1/2015,2020.0,Argentina,,68,178 cm,75 kg,Right,12/9/1991,25,LM/RM,3
Godoy Cruz,Gastón Giménez,RCM,2/1/2015,2023.0,Argentina,,65,188 cm,88 kg,Left,7/27/1991,25,CM,3
Godoy Cruz,Guillermo Fernández,LCM,7/6/2016,2019.0,Argentina,,74,178 cm,75 kg,Right,10/11/1991,25,CM/CDM,3
Godoy Cruz,Javier Correa,ST,1/14/2015,2023.0,Argentina,,63,187 cm,85 kg,Right,10/23/1992,24,ST,4
Godoy Cruz,Juan Andrada,Res,1/4/2016,2020.0,Argentina,,59,183 cm,77 kg,Right,1/4/1995,22,CDM,3
Godoy Cruz,Juan Bolado,Res,8/27/2016,2020.0,Argentina,,56,182 cm,81 kg,Right,7/22/1997,19,GK,3
Godoy Cruz,Juan Garro,Sub,4/3/2011,2022.0,Argentina,,62,179 cm,71 kg,Right,11/24/1992,24,ST,3
Godoy Cruz,Leonel Galeano,Sub,1/14/2015,2018.0,Argentina,,67,184 cm,84 kg,Right,8/2/1991,25,CB,3
Godoy Cruz,Luciano Abecasis,RB,1/1/2016,2017.0,Argentina,,73,175 cm,81 kg,Right,6/4/1990,26,RB,3
Godoy Cruz,Marcelo Benítez,LB,7/1/2010,2023.0,Argentina,,68,183 cm,81 kg,Left,1/13/1991,26,LB,2
Godoy Cruz,Maximiliano Correa,Sub,7/15/2016,2020.0,Argentina,,66,169 cm,72 kg,Right,11/22/1989,27,CDM,3
