Nationality,Name,Club,Birth_Date,Age,National_Position,Club_Position,Preferred_Position,Rating,Height,Weight,Preferred_Foot,Weak_foot
Germany,Onur Bulut,SC Freiburg,4/16/1994,22,Sub,Sub,RM,69,179 cm,74 kg,Right,4
Germany,Oğuzhan Aydoğan,Beşiktaş,2/4/1997,20,Sub,Sub,CAM/RM,65,175 cm,67 kg,Right,3
Germany,Pascal Groß,FC Ingolstadt,6/15/1991,25,RM,RM,CM/LM,76,181 cm,76 kg,Right,4
Germany,Pascal Köpke,Erzgebirge Aue,9/3/1995,21,ST,ST,ST,68,178 cm,75 kg,Right,3
Germany,Pascal Stenzel,SC Freiburg,3/20/1996,21,Sub,Sub,RB,70,183 cm,72 kg,Right,3
Germany,Pascal Testroet,Dynamo Dresden,9/26/1990,26,Sub,Sub,ST,68,185 cm,86 kg,Right,4
Germany,Patric Klandt,SC Freiburg,9/29/1983,33,Res,Res,GK,69,184 cm,81 kg,Right,3
Germany,Patrick Bauer,Charlton Ath,10/28/1992,24,RCB,RCB,CB,70,192 cm,88 kg,Right,3
Germany,Patrick Ebert,Rayo Vallecano,3/17/1987,30,CAM,CAM,RM/LM,72,175 cm,75 kg,Right,4
Germany,Patrick Erras,1. FC Nürnberg,1/21/1995,22,Sub,Sub,CDM,66,196 cm,85 kg,Right,3
Germany,Patrick Fabian,VfL Bochum,10/11/1987,29,Sub,Sub,CB,68,193 cm,92 kg,Right,2
Germany,Patrick Fritsch,Bor. Dortmund,12/21/1998,18,Res,Res,CB,55,184 cm,75 kg,Right,3
Germany,Patrick Herrmann,Bor. M'gladbach,2/12/1991,26,RM,RM,RM/LM,80,179 cm,70 kg,Right,3
Germany,Patrick Kammerbauer,1. FC Nürnberg,2/11/1997,20,Sub,Sub,RB/CDM,63,174 cm,73 kg,Right,4
Germany,Patrick Rakovsky,1. FC Nürnberg,6/2/1993,23,Res,Res,GK,65,187 cm,83 kg,Left,3
Germany,Patrick Schönfeld,Braunschweig,6/21/1989,27,Sub,Sub,CM/CDM,70,186 cm,84 kg,Right,4
Germany,Patrick Sontheimer,Greuther Fürth,7/3/1998,18,Sub,Sub,CM,57,168 cm,65 kg,Right,2
Germany,Patrick Weihrauch,Würzburger Kickers,3/3/1994,23,Sub,Sub,RW/CF,64,181 cm,73 kg,Right,3
Germany,Patrick Wiegers,Dynamo Dresden,4/19/1990,26,Sub,Sub,GK,65,188 cm,89 kg,Right,2
Germany,Patrick Ziegler,Kaiserslautern,2/9/1990,27,RDM,RDM,CDM/CB,69,187 cm,79 kg,Right,3
Germany,Paul Seguin,VfL Wolfsburg,3/29/1995,22,Res,Res,CDM/RB,70,186 cm,79 kg,Right,3
Germany,Peniel Mlapa,VfL Bochum,2/20/1991,26,ST,ST,ST/LM,69,193 cm,92 kg,Right,3
Germany,Per Mertesacker,Arsenal,9/29/1984,32,Sub,Sub,CB,82,198 cm,90 kg,Right,3
Germany,Peter Hackenberg,KAS Eupen,2/6/1989,28,RCB,RCB,CB,63,196 cm,88 kg,Right,2
Germany,Peter Kurzweg,Würzburger Kickers,2/10/1994,23,Sub,Sub,LB/LM,66,180 cm,77 kg,Left,3
Germany,Peter Niemeyer,SV Darmstadt,11/22/1983,33,RCB,RCB,CDM/CB,72,191 cm,83 kg,Right,3
Germany,Phil Neumann,FC Schalke 04,7/8/1997,19,Res,Res,RB/CDM,58,191 cm,78 kg,Right,3
Germany,Philip Heise,Dynamo Dresden,6/20/1991,25,LB,LB,LB,68,184 cm,78 kg,Left,3
Germany,Philipp Bargfrede,Werder Bremen,3/3/1989,28,Sub,Sub,CDM,75,174 cm,71 kg,Right,3
Germany,Philipp Heerwagen,FC St. Pauli,4/13/1983,33,Sub,Sub,GK,65,193 cm,89 kg,Right,2
Germany,Philipp Hofmann,Brentford,3/30/1993,24,Sub,Sub,ST,69,194 cm,87 kg,Left,2
Germany,Philipp Klement,1. FSV Mainz 05,9/9/1992,24,Res,Res,CAM,65,174 cm,71 kg,Left,3
Germany,Philipp Klingmann,SV Sandhausen,4/22/1988,28,RB,RB,RB,68,180 cm,83 kg,Right,3
Germany,Philipp Lahm,FC Bayern,11/11/1983,33,RB,RB,RB/CM,88,170 cm,66 kg,Right,3
Germany,Philipp Max,FC Augsburg,9/30/1993,23,Sub,Sub,LB/LM,72,178 cm,75 kg,Left,3
Germany,Philipp Ochs,1899 Hoffenheim,4/17/1997,19,Sub,Sub,LM/LB,65,174 cm,73 kg,Left,3
Germany,Philipp Riese,Erzgebirge Aue,11/12/1989,27,Sub,Sub,CDM/CM,66,175 cm,69 kg,Left,3
Germany,Philipp Tschauner,Hannover 96,11/3/1985,31,GK,GK,GK,70,196 cm,93 kg,Right,3
Germany,Philipp Wollscheid,VfL Wolfsburg,3/6/1989,28,Res,Res,CB,76,194 cm,88 kg,Right,4
Germany,Philipp Ziereis,FC St. Pauli,3/14/1993,24,Sub,Sub,CB/RB,71,189 cm,82 kg,Right,3
Germany,Phillip Menzel,VfL Wolfsburg,8/18/1998,18,Res,Res,GK,53,191 cm,83 kg,Right,3
Germany,Phillip Tietz,Braunschweig,7/9/1997,19,Res,Res,ST,61,190 cm,81 kg,Right,3
Germany,Pierre-Michel Lasogga,Hamburger SV,12/15/1991,25,Sub,Sub,ST,75,189 cm,88 kg,Right,3
Germany,Quirin Moll,Braunschweig,1/21/1991,26,CDM,CDM,CDM/CM,70,182 cm,77 kg,Left,4
Germany,Raffael Korte,Union Berlin,8/29/1990,26,Res,Res,RM/CAM,65,175 cm,68 kg,Right,4
Germany,Ralf Fährmann,FC Schalke 04,9/27/1988,28,GK,GK,GK,84,196 cm,95 kg,Right,2
Germany,Rani Khedira,RB Leipzig,1/27/1994,23,Sub,Sub,CDM/CM,69,188 cm,84 kg,Right,3
Germany,Raphael Framberger,FC Augsburg,9/6/1995,21,Res,Res,RB,62,179 cm,73 kg,Right,3
Germany,Raphael Schäfer,1. FC Nürnberg,1/30/1979,38,Sub,Sub,GK,68,190 cm,94 kg,Left,2
Germany,Raphael Wolf,Werder Bremen,6/6/1988,28,Res,Res,GK,66,190 cm,86 kg,Right,2
Germany,Reagy Ofosu,N.E.C.,9/20/1991,25,Sub,Sub,RW,65,176 cm,75 kg,Right,3
Germany,Reinhold Yabo,Arminia Bielefeld,2/10/1992,25,CAM,CAM,CDM/CAM,70,177 cm,70 kg,Right,3
Germany,René Adler,Hamburger SV,1/15/1985,32,GK,GK,GK,80,191 cm,87 kg,Right,3
Germany,René Vollath,Karlsruher SC,3/20/1990,27,GK,GK,GK,69,185 cm,75 kg,Right,3
Germany,Richard Neudecker,FC St. Pauli,10/29/1996,20,Sub,Sub,CM/LB,63,174 cm,63 kg,Left,3
Germany,Richard Sukuta-Pasu,SV Sandhausen,6/24/1990,26,Sub,Sub,ST,66,190 cm,91 kg,Right,4
Germany,Rick Wulle,SV Sandhausen,6/4/1994,22,Sub,Sub,GK,59,188 cm,82 kg,Right,2
Germany,Rico Benatelli,Würzburger Kickers,3/17/1992,25,Sub,Sub,CM/LM,69,181 cm,79 kg,Right,4
Germany,Rico Strieder,FC Utrecht,7/6/1992,24,Res,Res,CDM,70,174 cm,68 kg,Right,3
Germany,Robert Bauer,Werder Bremen,4/9/1995,21,LB,LB,LB/CDM,72,183 cm,76 kg,Right,2
Germany,Robert Glatzel,Kaiserslautern,1/8/1994,23,Sub,Sub,ST,60,193 cm,85 kg,Right,4
Germany,Robert Huth,Leicester City,8/18/1984,32,LCB,LCB,CB,78,191 cm,88 kg,Right,3
Germany,Robert Jendrusch,Erzgebirge Aue,5/28/1996,20,Sub,Sub,GK,54,191 cm,82 kg,Right,3
Germany,Robert Leipertz,FC Ingolstadt,2/1/1993,24,Sub,Sub,RM/CAM,70,183 cm,82 kg,Left,4
Germany,Robert Strauß,1. FC Heidenheim,10/7/1986,30,RB,RB,RB,70,175 cm,70 kg,Right,3
Germany,Robert Tesche,Birmingham City,5/27/1987,29,CM,CM,CDM/CM,70,180 cm,71 kg,Right,4
Germany,Roberto Hilbert,Bayer 04,10/16/1984,32,Res,Res,RB,74,183 cm,80 kg,Right,3
Germany,Robin Bormuth,F. Düsseldorf,9/19/1995,21,LCB,LCB,CB,66,190 cm,87 kg,Right,3
Germany,Robin Fluß,Dynamo Dresden,5/7/1996,20,Res,Res,CDM/CB,54,182 cm,78 kg,Left,3
Germany,Robin Gosens,Heracles Almelo,7/5/1994,22,LM,LM,LB,71,183 cm,76 kg,Left,3
Germany,Robin Himmelmann,FC St. Pauli,2/5/1989,28,GK,GK,GK,71,187 cm,80 kg,Right,2
Germany,Robin Knoche,VfL Wolfsburg,5/22/1992,24,Sub,Sub,CB,76,190 cm,77 kg,Right,4
Germany,Robin Koch,Kaiserslautern,7/17/1996,20,Sub,Sub,CB,64,190 cm,82 kg,Right,3
Germany,Robin Tim Becker,1. FC Heidenheim,1/18/1997,20,Sub,Sub,RB/LB,61,182 cm,72 kg,Right,3
Germany,Robin Yalçın,Çaykur Rizespor,1/25/1994,23,Sub,Sub,CDM/CM,65,183 cm,77 kg,Right,3
Germany,Robin Ziegele,VfL Wolfsburg,3/13/1997,20,Res,Res,CB,59,186 cm,81 kg,Right,3
Germany,Roman Weidenfeller,Bor. Dortmund,8/6/1980,36,Sub,Sub,GK,77,190 cm,87 kg,Left,1
Germany,Ron-Robert Zieler,Leicester City,2/12/1989,28,Sub,Sub,GK,80,187 cm,73 kg,Right,2
Germany,Rouven Sattelmaier,Bradford City,8/7/1987,29,Sub,Sub,GK,64,187 cm,87 kg,Right,3
Germany,Rouwen Hennings,F. Düsseldorf,8/28/1987,29,ST,ST,ST,71,180 cm,80 kg,Left,3
Germany,Salih Özcan,1. FC Köln,11/1/1998,18,Sub,Sub,CM/CAM,63,180 cm,70 kg,Right,3
Germany,Sam Schreck,Bayer 04,1/29/1999,18,Res,Res,CAM,58,180 cm,67 kg,Right,4
Germany,Sami Khedira,Juventus,4/4/1987,29,RDM,LDM,CM/CDM,84,189 cm,93 kg,Right,4
Germany,Sandro Sirigu,SV Darmstadt,10/7/1988,28,Sub,Sub,RM/RB,70,183 cm,79 kg,Right,2
Germany,Sandro Wagner,1899 Hoffenheim,11/29/1987,29,RS,RS,ST,78,194 cm,87 kg,Right,4
Germany,Sascha Burchert,Greuther Fürth,10/30/1989,27,Res,Res,GK,67,187 cm,78 kg,Right,3
Germany,Sascha Kotysch,Sint-Truiden,10/2/1988,28,CB,CB,CB,67,188 cm,81 kg,Right,2
Germany,Sascha Mölders,1860 München,3/20/1985,32,Sub,Sub,ST,71,187 cm,82 kg,Left,3
Germany,Sascha Riether,FC Schalke 04,3/23/1983,34,Sub,Sub,RB/CB,73,174 cm,70 kg,Right,3
Germany,Sebastian Ernst,Würzburger Kickers,3/4/1995,22,RM,RM,CAM/LM,64,177 cm,68 kg,Left,3
Germany,Sebastian Freis,Greuther Fürth,4/23/1985,31,Sub,Sub,LM/ST,70,183 cm,78 kg,Right,3
Germany,Sebastian Griesbeck,1. FC Heidenheim,10/3/1990,26,RDM,RDM,CDM/CM,71,189 cm,84 kg,Right,3
Germany,Sebastian Hertner,Erzgebirge Aue,5/2/1991,25,LB,LB,LB,65,180 cm,75 kg,Left,3
Germany,Sebastian Jacob,Kaiserslautern,6/26/1993,23,Res,Res,ST,62,184 cm,80 kg,Right,3
Germany,Sebastian Jung,VfL Wolfsburg,6/22/1990,26,Sub,Sub,RB,76,179 cm,72 kg,Right,4
Germany,Sebastian Kerk,Kaiserslautern,4/17/1994,22,RM,RM,RM/LM,70,184 cm,78 kg,Left,3
Germany,Sebastian Langkamp,Hertha BSC,1/15/1988,29,RCB,RCB,CB,78,191 cm,85 kg,Right,3
Germany,Sebastian Maier,Hannover 96,9/18/1993,23,CAM,CAM,CAM/LM,68,179 cm,68 kg,Right,4
Germany,Sebastian Mielitz,Greuther Fürth,7/18/1989,27,Sub,Sub,GK,69,189 cm,85 kg,Right,3
Germany,Sebastian Neumann,Würzburger Kickers,2/18/1991,26,LCB,LCB,CB,70,188 cm,80 kg,Left,3
Germany,Sebastian Polter,Union Berlin,4/1/1991,25,ST,ST,ST,70,190 cm,88 kg,Right,3
Germany,Sebastian Rode,Bor. Dortmund,10/11/1990,26,Sub,Sub,CDM/CM,78,179 cm,75 kg,Right,3
Germany,Sebastian Rudy,1899 Hoffenheim,2/28/1990,27,Sub,CM,CM/RB/RM,79,179 cm,74 kg,Right,3
Germany,Sebastian Schuppan,Arminia Bielefeld,7/18/1986,30,LB,LB,LB,67,187 cm,83 kg,Left,2
Germany,Sebastian Stolze,VfL Wolfsburg,1/29/1995,22,Res,Res,ST,60,182 cm,70 kg,Right,3
Germany,Selim Gündüz,VfL Bochum,5/16/1994,22,RM,RM,RM/RW,66,171 cm,78 kg,Right,3
Germany,Serdar Dursun,Greuther Fürth,10/19/1991,25,RS,RS,ST,68,190 cm,83 kg,Right,4
Germany,Serdar Tasci,Spartak Moscow,4/24/1987,29,Sub,Sub,CB,80,186 cm,80 kg,Right,4
Germany,Serge Gnabry,Werder Bremen,7/14/1995,21,LM,LM,LM/RM,77,173 cm,73 kg,Right,3
Germany,Shawn Parker,1. FC Nürnberg,3/7/1993,24,Sub,Sub,ST/RM,68,179 cm,78 kg,Right,4
Germany,Shkodran Mustafi,Arsenal,4/17/1992,24,Sub,RCB,CB,84,184 cm,82 kg,Right,3
Germany,Sidney Sam,SV Darmstadt,1/31/1988,29,RM,RM,RM/CAM,76,174 cm,71 kg,Left,3
Germany,Simon Skarlatidis,Erzgebirge Aue,6/6/1991,25,RM,RM,RM,67,171 cm,71 kg,Right,3
Germany,Simon Terodde,VfB Stuttgart,3/2/1988,29,ST,ST,ST,76,192 cm,83 kg,Right,4
Germany,Simon Zoller,1. FC Köln,6/26/1991,25,LM,LM,ST/RM,74,179 cm,70 kg,Right,3
Germany,Sinan Kurt,Osmanlıspor,7/23/1996,22,Sub,Sub,LM/CF,65,178 cm,72 kg,Right,4
Germany,Sonny Kittel,FC Ingolstadt,1/6/1993,24,Sub,Sub,LM/CAM,69,179 cm,73 kg,Right,5
Germany,Stefan Aigner,1860 München,8/20/1987,29,LW,LW,RM/ST,76,183 cm,73 kg,Right,4
Germany,Stefan Bell,1. FSV Mainz 05,8/24/1991,25,RCB,RCB,CB,77,192 cm,88 kg,Right,3
Germany,Stefan Kießling,Bayer 04,1/25/1984,33,Sub,Sub,ST,77,191 cm,80 kg,Right,3
Germany,Stefan Kutschke,Dynamo Dresden,11/3/1988,28,ST,ST,ST,69,194 cm,93 kg,Right,3
Germany,Stefan Lex,FC Ingolstadt,11/27/1989,27,Sub,Sub,RW/LW,69,178 cm,74 kg,Right,4
Germany,Stefan Ortega,1860 München,11/6/1992,24,GK,GK,GK,68,186 cm,89 kg,Right,4
Germany,Stefan Thesker,FC Twente,4/11/1991,25,LCB,LCB,CB/LB,69,191 cm,83 kg,Left,3
Germany,Stefano Celozzi,VfL Bochum,11/2/1988,28,Sub,Sub,RB,71,171 cm,74 kg,Right,3
Germany,Steffen Hofmann,SK Rapid Wien,9/9/1980,36,Sub,Sub,CAM/RM,69,173 cm,72 kg,Right,4
Germany,Steffen Lang,Arminia Bielefeld,8/14/1993,23,Sub,Sub,RB,64,178 cm,70 kg,Right,3
Germany,Stephan Fürstner,Union Berlin,9/11/1987,29,CDM,CDM,CDM/CM,70,178 cm,72 kg,Right,4
Germany,Stephan Salger,Arminia Bielefeld,1/30/1990,27,Sub,Sub,CDM/LB,66,183 cm,76 kg,Left,3
Germany,Stephen Sama,Greuther Fürth,3/5/1993,24,Res,Res,CB,65,189 cm,87 kg,Right,3
Germany,Steve Breitkreuz,Erzgebirge Aue,1/18/1992,25,LCB,LCB,CB,68,188 cm,87 kg,Right,4
Germany,Steven Skrzybski,Union Berlin,11/18/1992,24,RW,RW,RW/CAM,70,173 cm,69 kg,Right,3
Germany,Suat Serdar,1. FSV Mainz 05,4/11/1997,19,Sub,Sub,CM/CDM,68,183 cm,75 kg,Right,3
Germany,Sven Bender,Bor. Dortmund,4/27/1989,27,Res,Res,CB/CDM,81,186 cm,78 kg,Right,4
Germany,Sven Müller,1. FC Köln,2/16/1996,21,Sub,Sub,GK,57,190 cm,90 kg,Right,2
Germany,Sven Schipplock,SV Darmstadt,11/8/1988,28,ST,ST,ST,70,186 cm,84 kg,Right,3
Germany,Sven Ulreich,FC Bayern,8/3/1988,28,Sub,Sub,GK,77,192 cm,84 kg,Right,3
Germany,Svend Brodersen,FC St. Pauli,3/22/1997,20,Res,Res,GK,54,188 cm,83 kg,Right,3
Germany,Sören Bertram,Erzgebirge Aue,6/5/1991,25,Sub,Sub,CF/LM,68,183 cm,80 kg,Left,4
Germany,Sören Brandy,Arminia Bielefeld,5/6/1985,31,Sub,Sub,ST/RM,69,182 cm,80 kg,Right,3
Germany,Sören Gonther,FC St. Pauli,12/15/1986,30,Sub,Sub,CB,68,186 cm,81 kg,Right,4
Germany,Sören Reddemann,RB Leipzig,5/16/1996,20,Res,Res,CB,55,191 cm,83 kg,Left,3
Germany,Taner Yalçın,SV Sandhausen,2/18/1990,27,Sub,Sub,CAM/CM,67,184 cm,77 kg,Right,4
Germany,Taylan Duman,F. Düsseldorf,7/30/1997,19,Sub,Sub,CM/CAM,56,177 cm,75 kg,Right,3
Germany,Thilo Kehrer,FC Schalke 04,9/21/1996,20,RB,RB,CB/RB,65,186 cm,72 kg,Right,3
Germany,Thomas Broich,Brisbane Roar,1/29/1981,36,Sub,Sub,LW,69,182 cm,74 kg,Right,4
Germany,Thomas Dähne,HJK Helsinki,1/4/1994,23,GK,GK,GK,61,193 cm,84 kg,Right,4
Germany,Thomas Eisfeld,VfL Bochum,1/18/1993,24,Res,Res,CAM/CM,70,177 cm,76 kg,Right,3
Germany,Thomas Gebauer,SV Ried,6/30/1982,34,GK,GK,GK,66,191 cm,88 kg,Right,3
Germany,Thomas Kessler,1. FC Köln,1/20/1986,31,Sub,Sub,GK,71,197 cm,92 kg,Right,3
Germany,Thomas Konrad,FC Vaduz,11/5/1989,27,RCB,RCB,CB,60,186 cm,80 kg,Right,3
Germany,Thomas Kraft,Hertha BSC,7/22/1988,28,Sub,Sub,GK,76,187 cm,78 kg,Right,4
Germany,Thomas Meißner,ADO Den Haag,3/26/1991,26,Sub,Sub,CB,67,191 cm,82 kg,Right,3
Germany,Thomas Müller,FC Bayern,9/13/1989,27,RM,CAM,CF/CAM/ST,86,186 cm,75 kg,Right,4
Germany,Thomas Pledl,SV Sandhausen,5/23/1994,22,RM,RM,RM/RB,70,174 cm,65 kg,Right,4
Germany,Thorsten Kirschbaum,1. FC Nürnberg,4/20/1987,29,GK,GK,GK,70,194 cm,90 kg,Left,1
Germany,Thorsten Stuckmann,Chesterfield,3/17/1981,36,GK,GK,GK,64,199 cm,97 kg,Right,2
Germany,Tim Heubach,Kaiserslautern,4/12/1988,28,RCB,RCB,CB,69,188 cm,80 kg,Left,3
Germany,Tim Hoogland,VfL Bochum,6/11/1985,31,RCB,RCB,CB/RB,73,183 cm,80 kg,Right,3
Germany,Tim Hölscher,FC Twente,2/21/1995,22,Sub,Sub,RW/CAM,64,180 cm,75 kg,Right,4
Germany,Tim Kister,SV Sandhausen,12/30/1986,30,Sub,Sub,CB,71,193 cm,93 kg,Right,3
Germany,Tim Kleindienst,1. FC Heidenheim,8/31/1995,21,RS,RS,ST/RM,68,194 cm,83 kg,Right,3
Germany,Tim Knipping,SV Sandhausen,11/24/1992,24,LCB,LCB,CB,64,189 cm,82 kg,Left,3
Germany,Tim Leibold,1. FC Nürnberg,11/30/1993,23,Sub,Sub,LM/LB,70,174 cm,72 kg,Left,2
Germany,Tim Rieder,FC Augsburg,9/3/1993,23,Res,Res,CB,60,186 cm,77 kg,Right,3
Germany,Tim Skarke,1. FC Heidenheim,9/7/1996,20,RM,RM,RM,66,179 cm,70 kg,Right,3
Germany,Tim Wiesner,F. Düsseldorf,11/21/1996,20,Res,Res,GK,58,192 cm,87 kg,Right,3
Germany,Timo Baumgartl,VfB Stuttgart,3/4/1996,21,RCB,RCB,CB,73,190 cm,81 kg,Right,3
Germany,Timo Beermann,1. FC Heidenheim,12/10/1990,26,Res,Res,CB,67,188 cm,87 kg,Left,3
Germany,Timo Horn,1. FC Köln,5/12/1993,23,GK,GK,GK,83,192 cm,90 kg,Left,4
Germany,Timo Hübers,Hannover 96,7/20/1996,20,Sub,Sub,CB,60,190 cm,82 kg,Right,4
Germany,Timo Königsmann,Hannover 96,4/5/1997,19,Res,Res,GK,61,184 cm,86 kg,Right,3
Germany,Timo Perthel,VfL Bochum,2/11/1989,28,Sub,Sub,LB,70,185 cm,83 kg,Left,3
Germany,Timo Werner,RB Leipzig,3/6/1996,21,Sub,Sub,ST,78,180 cm,75 kg,Right,4
Germany,Timon Wellenreuther,FC Schalke 04,12/3/1995,21,Res,Res,GK,71,186 cm,80 kg,Right,3
Germany,Tobias Kempe,1. FC Nürnberg,6/27/1989,27,RM,RM,RM/LM,71,184 cm,77 kg,Right,3
Germany,Tobias Levels,FC Ingolstadt,11/22/1986,30,Sub,Sub,RB/CB,70,185 cm,80 kg,Right,3
Germany,Tobias Schröck,Würzburger Kickers,12/31/1992,24,RDM,RDM,CM/CDM,70,188 cm,82 kg,Right,3
Germany,Tobias Sippel,Bor. M'gladbach,3/22/1988,29,Sub,Sub,GK,73,183 cm,78 kg,Right,2
Germany,Tobias Strobl,Bor. M'gladbach,5/12/1990,26,RDM,RDM,CDM/CB,77,188 cm,77 kg,Right,3
Germany,Tobias Werner,VfB Stuttgart,7/19/1985,31,Sub,Sub,LM,72,174 cm,70 kg,Left,2
Germany,Tom Mickel,Hamburger SV,4/19/1989,27,Sub,Sub,GK,65,185 cm,84 kg,Right,2
Germany,Tom Schütz,Arminia Bielefeld,1/20/1988,29,LDM,LDM,CDM/RB,68,181 cm,75 kg,Right,3
Germany,Tom Starke,FC Bayern,3/18/1981,36,Sub,Sub,GK,73,194 cm,98 kg,Right,3
Germany,Tom Trybull,ADO Den Haag,3/9/1993,24,Sub,Sub,CM/CDM,66,181 cm,72 kg,Right,3
Germany,Tom Weilandt,VfL Bochum,4/27/1992,24,Sub,Sub,RM/LM,67,186 cm,72 kg,Right,4
Germany,Tommy Käßemodel,Erzgebirge Aue,8/9/1988,28,Res,Res,CM,46,173 cm,75 kg,Right,3
Germany,Toni Kroos,Real Madrid,1/4/1990,27,LDM,LCM,CM/CDM,88,182 cm,78 kg,Right,5
Germany,Toni Leistner,Union Berlin,8/19/1990,26,RCB,RCB,CB,74,190 cm,90 kg,Right,3
Germany,Tony Jantschke,Bor. M'gladbach,4/7/1990,26,RB,RB,RB/CB,76,177 cm,76 kg,Right,3
Germany,Tsiy-William Ndenge,Bor. M'gladbach,6/13/1997,19,Res,Res,LM/LB,59,188 cm,81 kg,Left,3
Germany,Uwe Hünemeier,Brighton,1/9/1986,31,RCB,RCB,CB,72,189 cm,84 kg,Right,4
Germany,Vitaly Janelt,VfL Bochum,5/10/1998,18,Sub,Sub,CDM,57,184 cm,79 kg,Left,3
Germany,Vitus Eicher,1. FC Heidenheim,11/5/1990,26,Sub,Sub,GK,67,191 cm,84 kg,Left,2
Germany,Waldemar Anton,Hannover 96,7/20/1996,20,Sub,Sub,CB/RB,69,189 cm,75 kg,Right,3
Germany,Willi Orban,RB Leipzig,11/3/1992,24,RCB,RCB,CB,77,186 cm,82 kg,Right,3
Germany,Wolfgang Hesl,Arminia Bielefeld,1/13/1986,31,Sub,Sub,GK,69,186 cm,87 kg,Left,2
Germany,Yanni Regäsel,Eint. Frankfurt,1/13/1996,21,Res,Res,RB/RWB,68,176 cm,72 kg,Right,3
Germany,Yannick Gerhardt,VfL Wolfsburg,3/13/1994,23,LB,LB,LM/LB,76,184 cm,81 kg,Left,3
Germany,Özkan Yıldırım,F. Düsseldorf,4/10/1993,23,Sub,Sub,CAM/LM,67,173 cm,72 kg,Left,3
Germany,İlkay Gündoğan,Manchester City,10/24/1990,26,Sub,Sub,CM/CDM,85,180 cm,80 kg,Right,4
Ghana,Abdul Aziz Tetteh,Lech Poznań,2/10/1989,28,LDM,LDM,CDM,70,188 cm,76 kg,Right,3
Ghana,Abdul Basit,Marítimo,12/10/1990,26,Res,Res,CM,63,180 cm,72 kg,Right,3
Ghana,Abdul Majeed Waris,FC Lorient,9/19/1991,25,LW,LW,ST/LW,74,172 cm,71 kg,Right,4
Ghana,Abdul Osman,Partick Thistle,2/27/1987,30,CDM,CDM,CDM,67,183 cm,70 kg,Right,2
Ghana,Abdul Rahman Baba,FC Schalke 04,7/2/1994,22,Res,Res,LB/LM,77,179 cm,70 kg,Left,3
Ghana,Adam Larsen Kwarasey,Brøndby IF,12/12/1987,29,Sub,Sub,GK,69,190 cm,88 kg,Right,3
Ghana,Afriyie Acquah,Torino,1/5/1992,25,Sub,Sub,CM,73,179 cm,70 kg,Right,3
Ghana,Albert Adomah,Aston Villa,12/13/1987,29,RW,RW,RM/LM,74,182 cm,74 kg,Right,3
Ghana,Alfred Duncan,Sassuolo,3/10/1993,24,RCM,RCM,CM,76,178 cm,78 kg,Left,3
Ghana,Alhassan Wakaso,FC Lorient,1/7/1992,25,Sub,Sub,CDM/CM,74,180 cm,80 kg,Right,3
Ghana,André Ayew,West Ham,12/17/1989,27,Sub,Sub,RM/LM,80,176 cm,72 kg,Left,3
Ghana,Andy Yiadom,Barnsley,12/2/1991,25,RB,RB,RB/RM,69,180 cm,75 kg,Right,3
Ghana,Anthony Annan,HJK Helsinki,7/21/1986,30,LDM,LDM,CDM/CM,65,175 cm,64 kg,Right,3
Ghana,Baba Mensah,Viborg FF,8/20/1994,22,Res,Res,CB,62,189 cm,84 kg,Right,3
Ghana,Barnes Osei,Paços Ferreira,1/8/1995,22,RW,RW,RW/LW,70,179 cm,66 kg,Right,2
Ghana,Bennard Kumordzi,KRC Genk,3/21/1985,32,Sub,Sub,CM/CDM,68,188 cm,77 kg,Right,3
Ghana,Bernard Mensah,V. Guimarães,10/17/1994,22,Sub,Sub,CAM/LM,73,178 cm,65 kg,Right,3
Ghana,Bernard Morrison,Orlando Pirates,1/25/1993,24,Res,Res,RW/LW/RM,64,178 cm,70 kg,Right,4
Ghana,Bernard Tekpetey,FC Schalke 04,9/3/1997,19,Res,Res,RM/CF,61,172 cm,69 kg,Right,5
Ghana,Bismark Adjei-Boateng,Colorado Rapids,5/10/1994,22,Sub,Sub,CM/CDM,65,180 cm,72 kg,Right,3
Ghana,Boadu Maxwell Acosty,Crotone,9/10/1991,25,Sub,Sub,RM/ST,66,179 cm,72 kg,Right,3
Ghana,Bright Addae,Borgocalcio,12/19/1992,24,Sub,Sub,CDM/CM,67,184 cm,87 kg,Right,3
Ghana,Bright Gyamfi,Benevento,1/20/1996,21,Sub,Sub,RB/CB,60,173 cm,76 kg,Right,2
Ghana,Christian Atsu,Newcastle Utd,1/10/1992,25,Sub,Sub,RM/CM,75,172 cm,68 kg,Left,3
Ghana,Christian Frimpong,Swindon Town,11/13/1998,18,Sub,Sub,CB/RB,55,190 cm,81 kg,Right,2
Ghana,Clifford Aboagye,Atlas,2/11/1995,22,LCM,LCM,CAM/CM,67,163 cm,55 kg,Right,3
Ghana,Corey Addai,Coventry City,10/10/1997,19,Res,Res,GK,54,193 cm,72 kg,Right,2
Ghana,Daniel Amartey,Leicester City,12/21/1994,22,Sub,Sub,CDM/CB,74,183 cm,78 kg,Right,3
Ghana,Daniel Opare,RC Lens,10/18/1990,26,Sub,Sub,RB/LB,72,175 cm,74 kg,Right,4
Ghana,David Accam,Chicago Fire,9/28/1990,26,LM,LM,LM/LW,72,174 cm,79 kg,Right,3
Ghana,David Atanga,SV Mattersburg,12/25/1996,20,RM,RM,LM/RM,61,176 cm,66 kg,Left,4
