Rating_Group,Rating,Name,Birth_Date,Age,Age_Group,Nationality,Club,Position,Contract_Expiry,Preferred_Position,Height,Weight,Preferred_Foot,Weak_foot
0-69,66,Tim Skarke,9/7/1996,20,Youngster,Germany,1. FC Heidenheim,Midfielder,2020.0,RM,179 cm,70 kg,Right,3
0-69,66,Pablo Corral,1/16/1992,25,Normal,Chile,CD Antofagasta,Midfielder,2019.0,CM,171 cm,65 kg,Right,3
0-69,66,Yaw Yeboah,3/28/1997,20,Youngster,Ghana,FC Twente,Attacker,2018.0,RW,170 cm,60 kg,Right,2
0-69,66,Carlos Oyaneder,7/7/1990,26,Normal,Chile,CD Cobresal,Attacker,2023.0,ST/RW,178 cm,73 kg,Right,3
0-69,66,João Vigário,11/20/1995,21,Youngster,Portugal,V. Guimarães,Midfielder,2019.0,RM,181 cm,74 kg,Left,3
0-69,66,Łukasz Sekulski,11/3/1990,26,Normal,Poland,Piast Gliwice,Attacker,2018.0,ST,187 cm,78 kg,Right,3
0-69,66,Joher Khadim Rassoul,12/31/1995,21,Youngster,Senegal,Sport. Lokeren,Midfielder,2018.0,CDM/CM,187 cm,82 kg,Right,5
0-69,67,Diego Johannesson,10/3/1993,23,Youngster,Iceland,Real Oviedo,Defender,2018.0,RB,178 cm,71 kg,Right,2
0-69,66,Slimane Sissoko,3/20/1991,26,Normal,France,Nîmes Olympique,Attacker,2018.0,ST,190 cm,79 kg,Left,2
0-69,66,Damià,2/3/1996,21,Youngster,Spain,CD Lugo,Midfielder,2019.0,CDM/CAM,177 cm,74 kg,Right,3
0-69,66,Jano,12/23/1986,30,Normal,Spain,SV Mattersburg,Midfielder,2017.0,CDM,188 cm,78 kg,Right,3
0-69,66,Hayrullah Mert Akyüz,10/2/1993,23,Youngster,Turkey,Adanaspor,Goalkeeper,2019.0,GK,189 cm,80 kg,Right,2
0-69,66,Agustín Doffo,5/25/1995,21,Youngster,Argentina,Villarreal CF,Midfielder,2017.0,CAM,179 cm,68 kg,Left,2
0-69,66,Dmitriy Zhivoglyadov,5/29/1994,22,Youngster,Russia,FC Ufa,Defender,2019.0,RB/CB,181 cm,76 kg,Right,3
0-69,66,Braian Mansilla,4/16/1997,19,Youngster,Argentina,Racing Club,Midfielder,2023.0,LM/ST,180 cm,76 kg,Left,2
0-69,66,Ali Awaji,8/2/1989,27,Normal,Saudi Arabia,Al Ahli,Midfielder,2021.0,LM/ST,165 cm,62 kg,Left,4
0-69,66,RJ Allen,4/17/1990,26,Normal,United States,NYCFC,Defender,2023.0,RB,183 cm,79 kg,Right,2
0-69,66,Abdulrahman Al Obaid,4/30/1993,23,Youngster,Saudi Arabia,Al Qadisiyah,Defender,2020.0,LB,171 cm,65 kg,Left,3
0-69,66,Ferland Mendy,6/8/1995,21,Youngster,France,Le Havre AC,Defender,2018.0,LB,178 cm,73 kg,Left,2
0-69,66,Karim Essikal,2/8/1996,21,Youngster,Morocco,Royal Mouscron,Midfielder,2017.0,CDM/CB,183 cm,76 kg,Right,3
0-69,66,Gabriel Morales,4/29/1994,22,Youngster,Argentina,Rafaela,Midfielder,2023.0,LM,179 cm,69 kg,Right,3
0-69,66,Fitim Azemi,6/25/1992,24,Youngster,Norway,FK Bodø/Glimt,Attacker,2017.0,ST/RW,180 cm,80 kg,Right,3
0-69,66,Sergi Palencia,3/23/1996,21,Youngster,Spain,FC Barcelona,Defender,2018.0,RB/LB,172 cm,66 kg,Right,3
0-69,66,Hamad Al Juhayyim,10/11/1987,29,Normal,Saudi Arabia,Al Fateh,Attacker,2019.0,ST,177 cm,73 kg,Right,4
0-69,66,Simon Diédhiou,7/10/1991,25,Normal,Senegal,Royal Mouscron,Attacker,2018.0,ST,181 cm,80 kg,Right,4
0-69,66,Daniel Cardoso,10/6/1988,28,Normal,South Africa,Kaizer Chiefs,Defender,2018.0,CB/LB,184 cm,78 kg,Left,3
0-69,66,Christopher Oikonomidis,5/4/1995,21,Youngster,Australia,Aarhus GF,Midfielder,2020.0,LW/CM,180 cm,73 kg,Right,4
0-69,66,Lukas Gugganig,2/14/1995,22,Youngster,Austria,Greuther Fürth,Defender,2018.0,CB,191 cm,84 kg,Right,2
0-69,66,Almir Soto,7/17/1994,22,Youngster,Colombia,Ind. Santa Fe,Defender,2023.0,RB/RM,180 cm,70 kg,Right,2
0-69,66,An Hyeon Beom,12/21/1994,22,Youngster,Korea Republic,Jeju United,Midfielder,2017.0,RWB/RM,178 cm,72 kg,Right,3
0-69,66,Keshi Anderson,4/6/1995,21,Youngster,England,Northampton,Attacker,2017.0,ST,175 cm,68 kg,Right,3
0-69,66,Marvin Johnson,12/1/1990,26,Normal,England,Oxford United,Midfielder,2019.0,LM/LB,178 cm,74 kg,Left,3
0-69,66,Stijn Spierings,3/12/1996,21,Youngster,Netherlands,Sparta R'dam,Midfielder,2019.0,CAM/CM,188 cm,72 kg,Right,3
0-69,66,Joel Andersson,11/11/1996,20,Youngster,Sweden,BK Häcken,Defender,2020.0,RB/RW,178 cm,68 kg,Right,4
0-69,66,Alexis Canelo,2/3/1992,25,Normal,Argentina,Puebla,Attacker,2023.0,ST,180 cm,83 kg,Left,4
0-69,66,Tropi,5/12/1995,21,Youngster,Spain,AD Alcorcón,Midfielder,2018.0,CDM/LM,177 cm,69 kg,Right,3
0-69,66,Kevin van Veen,6/1/1991,25,Normal,Netherlands,Scunthorpe Utd,Attacker,2018.0,ST,185 cm,90 kg,Right,4
0-69,66,Lum Rexhepi,8/3/1992,24,Youngster,Kosovo,Go Ahead Eagles,Defender,2018.0,CB,192 cm,90 kg,Right,2
0-69,66,Kamil Mazek,7/22/1994,22,Youngster,Poland,Zagłębie Lubin,Midfielder,2020.0,RM,174 cm,65 kg,Left,4
0-69,66,Miguel Medina,3/5/1995,22,Youngster,Colombia,Cortuluá,Midfielder,2023.0,CAM,176 cm,70 kg,Left,3
0-69,66,César Carrillo,8/8/1992,24,Youngster,Colombia,Jaguares,Midfielder,2023.0,CDM,179 cm,65 kg,Right,2
0-69,66,Berkan Emir,2/6/1988,29,Normal,Turkey,Aytemiz Alanyaspor,Defender,2018.0,LB,178 cm,70 kg,Left,2
0-69,66,Saad Abdul-Salaam,9/8/1991,25,Normal,United States,Sporting KC,Defender,2023.0,RB/LB,193 cm,84 kg,Right,3
0-69,66,Angelo Fulgini,8/20/1996,20,Youngster,France,Valenciennes FC,Midfielder,2018.0,CM/RM,183 cm,71 kg,Right,4
0-69,66,Fatai Alashe,10/21/1993,23,Youngster,United States,SJ Earthquakes,Midfielder,2023.0,CDM,180 cm,77 kg,Right,3
0-69,66,Pape Cheikh Diop,8/8/1997,19,Youngster,Spain,Celta Vigo,Midfielder,2020.0,CM/CAM,180 cm,68 kg,Right,3
0-69,66,Federico Martorell,3/26/1981,36,Old,Argentina,CD Cobresal,Defender,2023.0,CB,182 cm,75 kg,Right,3
0-69,66,Witi,8/26/1996,20,Youngster,Mozambique,Nacional,Attacker,2021.0,LW,178 cm,68 kg,Left,3
0-69,66,Alioun Fall,12/20/1990,26,Normal,France,AC Ajaccio,Defender,2017.0,RB/LB,170 cm,69 kg,Right,3
0-69,66,Felipe Pires,4/18/1995,21,Youngster,Brazil,Austria Wien,Midfielder,2020.0,LM/RM,178 cm,68 kg,Right,3
0-69,66,Juninho Bacuna,8/7/1997,19,Youngster,Netherlands,FC Groningen,Midfielder,2019.0,CM/CDM,185 cm,78 kg,Right,3
0-69,66,Park Yong Woo,9/10/1993,23,Youngster,Korea Republic,Ulsan Hyundai,Defender,2023.0,CB/CDM,186 cm,80 kg,Right,3
0-69,66,Pablo Aguilar,9/13/1984,32,Old,Argentina,San Juan,Defender,2023.0,RB,166 cm,62 kg,Right,3
0-69,66,Matías Vega,4/18/1986,30,Normal,Argentina,Mar del Plata,Goalkeeper,2017.0,GK,191 cm,79 kg,Right,2
0-69,66,Sotirios Papagiannopoulos,9/5/1990,26,Normal,Sweden,Östersunds FK,Defender,2017.0,CB,185 cm,85 kg,Right,4
0-69,66,Kevin Méndez,1/10/1996,21,Youngster,Uruguay,FC Lausanne,Midfielder,2019.0,CAM/CF,174 cm,67 kg,Right,3
0-69,66,Uygar Zeybek,6/4/1995,21,Youngster,Turkey,Fenerbahçe,Midfielder,2020.0,CM,178 cm,72 kg,Right,3
0-69,66,Haukur Heiðar Hauksson,9/1/1991,25,Normal,Iceland,AIK,Attacker,2018.0,RWB,187 cm,79 kg,Right,2
0-69,66,Franz Brorsson,1/30/1996,21,Youngster,Sweden,Malmö FF,Defender,2020.0,CB,185 cm,81 kg,Right,2
0-69,66,Andrea Favilli,5/17/1997,19,Youngster,Italy,Borgocalcio,Attacker,2019.0,ST,190 cm,85 kg,Right,3
0-69,66,Rodrigo Noya,1/31/1990,27,Normal,Argentina,Veracruz,Defender,2023.0,CB,194 cm,88 kg,Right,3
0-69,66,Adrián Arregui,8/12/1992,24,Youngster,Argentina,Montreal Impact,Midfielder,2017.0,CDM/CM,176 cm,74 kg,Right,3
0-69,66,Mohamed Fares,2/15/1996,21,Youngster,France,Hellas Verona,Midfielder,2018.0,LM/LB,183 cm,75 kg,Left,2
0-69,66,Uğurcan Çakır,4/5/1996,20,Youngster,Turkey,Trabzonspor,Goalkeeper,2019.0,GK,188 cm,82 kg,Right,2
0-69,66,Sekou Keita,12/12/1994,22,Youngster,Guinea,Red Star FC,Attacker,2019.0,ST,180 cm,76 kg,Right,3
0-69,66,Nacho Monsalve,4/27/1994,22,Youngster,Spain,RC Deportivo,Defender,2020.0,CB/LB,178 cm,74 kg,Right,3
0-69,66,Maximilian Sauer,5/15/1994,22,Youngster,Germany,Braunschweig,Defender,2018.0,RWB/RB,177 cm,70 kg,Right,3
0-69,66,Florian Miguel,9/1/1996,20,Youngster,France,Tours FC,Defender,2018.0,CB/LB,179 cm,70 kg,Left,3
0-69,66,Jorge Carrascal,5/25/1998,18,Youngster,Colombia,Sevilla Atlét.,Midfielder,2021.0,CAM,168 cm,54 kg,Right,2
0-69,66,Denis Bouanga,11/11/1994,22,Youngster,Gabon,Tours FC,Midfielder,2017.0,RW/LW,180 cm,71 kg,Left,2
0-69,66,Mario López,10/5/1995,21,Youngster,Paraguay,Wanderers,Defender,2018.0,CB,184 cm,81 kg,Right,3
0-69,66,Reece Oxford,12/16/1998,18,Youngster,England,Reading,Defender,2021.0,CB/CDM,191 cm,71 kg,Right,3
0-69,66,Andrés Murillo,1/4/1996,21,Youngster,Colombia,Santos Laguna,Defender,2023.0,CB,184 cm,75 kg,Left,2
0-69,66,Víctor Dávila,11/4/1997,19,Youngster,Chile,CD Huachipato,Midfielder,2023.0,CAM,170 cm,66 kg,Left,3
0-69,66,José Luis Moreno,10/22/1996,20,Youngster,Colombia,Once Caldas,Defender,2023.0,CB,187 cm,78 kg,Left,3
0-69,66,Bardají,5/3/1995,21,Youngster,Spain,Real Sociedad,Goalkeeper,2018.0,GK,192 cm,78 kg,Right,3
0-69,66,Abdelrafik Gérard,6/8/1993,23,Youngster,France,RC Lens,Midfielder,2019.0,RM/LM,176 cm,70 kg,Left,2
0-69,66,Mattia Vitale,10/1/1997,19,Youngster,Italy,Cesena,Midfielder,2017.0,CM,183 cm,76 kg,Left,3
0-69,66,Jonathan Bamba,3/26/1996,21,Youngster,France,Angers SCO,Midfielder,2017.0,LM/RM,175 cm,72 kg,Right,3
0-69,66,Borja Fernández,8/16/1995,21,Youngster,Spain,Celta Vigo,Midfielder,2019.0,CDM/CM,177 cm,71 kg,Right,3
0-69,66,Walmer Pacheco,1/16/1995,22,Youngster,Colombia,La Equidad,Defender,2023.0,RB,173 cm,60 kg,Right,2
0-69,66,Abdulrahman Al Khaibary,2/3/1988,29,Normal,Saudi Arabia,Al Qadisiyah,Midfielder,2017.0,CDM/CM,173 cm,64 kg,Right,3
0-69,66,Vanja Milinković-Savić,2/20/1997,20,Youngster,Serbia,Lechia Gdańsk,Goalkeeper,2020.0,GK,202 cm,92 kg,Right,2
0-69,66,Samed Kilic,1/28/1996,21,Youngster,France,AJ Auxerre,Midfielder,2017.0,CM/CAM,180 cm,74 kg,Right,3
0-69,66,Grégory Berthier,11/11/1995,21,Youngster,France,Stade de Reims,Midfielder,2020.0,LM/CAM,177 cm,65 kg,Left,2
0-69,66,Aniello Salzano,7/20/1991,25,Normal,Italy,Bari,Midfielder,2023.0,CM,181 cm,74 kg,Left,3
0-69,66,Cai Huikang,10/10/1989,27,Normal,China PR,Free Agents,Midfielder,2023.0,CDM,183 cm,80 kg,Left,3
0-69,66,Rico Henry,7/7/1997,19,Youngster,England,Brentford,Defender,2021.0,LB/LM,174 cm,66 kg,Left,2
0-69,66,Sauli Väisänen,6/5/1994,22,Youngster,Finland,AIK,Defender,2017.0,CB,191 cm,79 kg,Right,3
0-69,66,Marius Wolf,5/27/1995,21,Youngster,Germany,Eint. Frankfurt,Midfielder,2019.0,LM/RM,187 cm,73 kg,Left,4
0-69,66,Mateo Cardona,2/11/1996,21,Youngster,Colombia,Once Caldas,Midfielder,2023.0,CAM,183 cm,76 kg,Right,3
0-69,66,Jefferson Gómez,6/22/1996,20,Youngster,Colombia,Envigado,Defender,2023.0,CB,185 cm,78 kg,Right,3
0-69,66,Mauricio Tévez,7/31/1996,20,Youngster,Argentina,Newell's,Attacker,2023.0,RW,170 cm,69 kg,Right,3
0-69,66,Matías Orihuela,2/11/1992,25,Normal,Argentina,Quilmes,Defender,2017.0,LB/LM,177 cm,70 kg,Left,2
0-69,66,Leandro,12/29/1983,33,Old,Brazil,Górnik Łęczna,Defender,2017.0,LB,183 cm,77 kg,Left,2
0-69,66,Kristoffer Ajer,4/17/1998,18,Youngster,Norway,Kilmarnock,Defender,2020.0,CM/CB,196 cm,84 kg,Right,3
0-69,66,Damian Roßbach,2/27/1993,24,Youngster,Germany,SV Sandhausen,Defender,2017.0,CDM/CB,187 cm,80 kg,Left,3
0-69,66,Tyronne Ebuehi,12/16/1995,21,Youngster,Netherlands,ADO Den Haag,Defender,2018.0,RB,187 cm,72 kg,Right,3
0-69,66,Borja Iglesias,1/17/1993,24,Youngster,Spain,Celta Vigo,Attacker,2017.0,ST,187 cm,80 kg,Right,3
0-69,66,Sergi Canós,2/2/1997,20,Youngster,Spain,Brentford,Midfielder,2022.0,RM/LM,175 cm,70 kg,Right,3
0-69,66,José Suarez,12/18/1995,21,Youngster,Spain,FC Barcelona,Goalkeeper,2017.0,GK,186 cm,80 kg,Right,3
0-69,66,Maximiliano Rolón,1/19/1995,22,Youngster,Argentina,CD Lugo,Attacker,2018.0,LW/ST,171 cm,64 kg,Right,3
0-69,66,Stefan Mugoša,2/26/1992,25,Normal,Montenegro,Karlsruher SC,Attacker,2018.0,ST,188 cm,80 kg,Right,3
0-69,66,David Mbala,4/19/1993,23,Youngster,DR Congo,Boavista,Midfielder,2018.0,LM/RM,175 cm,70 kg,Right,4
0-69,66,Barış Yardımcı,8/14/1992,24,Youngster,Turkey,Gaziantepspor,Defender,2018.0,RB/CB,176 cm,71 kg,Right,3
0-69,66,Anthony Walongwa,10/15/1993,23,Youngster,Congo,FC Nantes,Defender,2017.0,CB,182 cm,81 kg,Right,2
0-69,66,Oscar Salinas,6/26/1988,28,Normal,Chile,CD Antofagasta,Attacker,2017.0,ST/RW,173 cm,71 kg,Right,4
0-69,66,Hamilton Pereira,6/26/1987,29,Normal,Uruguay,Junín,Midfielder,2023.0,CDM/CM,180 cm,76 kg,Right,3
0-69,66,Damian van Bruggen,3/18/1996,21,Youngster,Netherlands,PSV,Defender,2018.0,CB,184 cm,78 kg,Right,3
0-69,66,Bartosz Śpiączka,8/19/1991,25,Normal,Poland,Górnik Łęczna,Attacker,2017.0,ST,184 cm,70 kg,Right,3
0-69,66,Junior Sambia,9/7/1996,20,Youngster,France,Cham. Niortais,Defender,2019.0,RB/LB,181 cm,68 kg,Right,5
0-69,66,Wessel Dammers,3/1/1995,22,Youngster,Netherlands,Feyenoord,Defender,2018.0,CB,182 cm,80 kg,Right,4
0-69,66,Carlos Moreno,2/14/1992,25,Normal,Spain,CD Mirandés,Defender,2017.0,CB/RWB,184 cm,82 kg,Right,2
0-69,66,Issam Chebake,10/12/1989,27,Normal,Morocco,Le Havre AC,Defender,2018.0,RB,176 cm,73 kg,Right,2
0-69,66,Benedikt Zech,11/3/1990,26,Normal,Austria,SCR Altach,Defender,2019.0,CB/LB,186 cm,80 kg,Right,3
0-69,66,İlhan Depe,9/10/1992,24,Youngster,Turkey,Karabükspor,Midfielder,2017.0,LM,172 cm,66 kg,Left,3
0-69,66,Mario Engels,10/22/1993,23,Youngster,Germany,Śląsk Wrocław,Midfielder,2018.0,RM/LM,183 cm,74 kg,Right,3
0-69,66,Kevin Vermeulen,11/20/1990,26,Normal,Netherlands,Excelsior,Midfielder,2018.0,CAM,187 cm,78 kg,Right,3
0-69,66,Jeffry Fortes,3/22/1989,28,Normal,Cape Verde,Excelsior,Midfielder,2018.0,CDM,182 cm,80 kg,Right,2
0-69,66,Franco Cristaldo,8/15/1996,20,Youngster,Argentina,Rayo Vallecano,Midfielder,2017.0,CDM/RM/CAM,170 cm,69 kg,Right,3
0-69,67,Aytaç Kara,3/23/1993,24,Youngster,Turkey,Trabzonspor,Midfielder,2019.0,CDM/CM,185 cm,86 kg,Right,2
0-69,66,Ferhat Görgülü,10/28/1991,25,Normal,Netherlands,Gençlerbirliği,Defender,2017.0,CB,187 cm,77 kg,Left,3
0-69,66,Racine Coly,12/8/1995,21,Youngster,Senegal,Brescia,Defender,2017.0,LB/LM,185 cm,70 kg,Left,2
0-69,66,Hu Rentian,1/21/1991,26,Normal,China PR,Free Agents,Attacker,2023.0,RW,172 cm,68 kg,Right,3
0-69,66,Pleguezuelo,1/26/1997,20,Youngster,Spain,RCD Mallorca,Defender,2017.0,CB/LB,180 cm,63 kg,Right,4
0-69,66,Luis Orejuela,8/20/1995,21,Youngster,Colombia,Deportivo Cali,Defender,2023.0,RB/LB,179 cm,70 kg,Right,3
0-69,66,Lynden Gooch,12/24/1995,21,Youngster,United States,Sunderland,Midfielder,2019.0,CAM/CM,173 cm,69 kg,Right,4
0-69,66,Sivera,8/11/1996,20,Youngster,Spain,Valencia CF,Goalkeeper,2020.0,GK,184 cm,75 kg,Right,3
0-69,66,Jhon Cano,12/20/1982,34,Old,Colombia,La Equidad,Defender,2023.0,RB,175 cm,74 kg,Right,2
0-69,66,Tommy Redding,1/24/1997,20,Youngster,United States,Orlando City,Defender,2017.0,CB,188 cm,79 kg,Right,2
0-69,66,Birol Parlak,3/1/1990,27,Normal,Turkey,Aytemiz Alanyaspor,Defender,2018.0,CB,182 cm,79 kg,Left,2
0-69,66,Tarek Hamed,10/24/1988,28,Normal,Egypt,Free Agents,Midfielder,2023.0,CDM,179 cm,74 kg,Right,2
0-69,66,Kim Dae Jung,10/13/1992,24,Youngster,Korea Republic,Incheon United,Defender,2018.0,CB,190 cm,85 kg,Right,3
0-69,66,Julio César Rodríguez,12/5/1990,26,Normal,Paraguay,Sarandí,Attacker,2017.0,ST,182 cm,85 kg,Right,4
0-69,66,Stefan Scougall,12/7/1992,24,Youngster,Scotland,Sheffield Utd,Midfielder,2017.0,CM/LW,170 cm,57 kg,Left,3
0-69,66,Wescley,10/11/1991,25,Normal,Brazil,Vissel Kobe,Midfielder,2023.0,CAM,173 cm,70 kg,Left,3
0-69,66,Kim Jin Young,3/2/1992,25,Normal,Korea Republic,Pohang Steelers,Goalkeeper,2018.0,GK,195 cm,87 kg,Right,2
0-69,66,Alfredo Morelos,6/21/1996,20,Youngster,Colombia,HJK Helsinki,Attacker,2019.0,ST,177 cm,79 kg,Right,2
0-69,66,Luke Mulholland,8/7/1988,28,Normal,England,Real Salt Lake,Midfielder,2023.0,CM/CDM,175 cm,68 kg,Right,3
0-69,66,Marius Lundemo,4/11/1994,22,Youngster,Norway,Rosenborg BK,Midfielder,2020.0,CM,188 cm,79 kg,Right,3
0-69,66,Gwak Hae Seong,12/6/1991,25,Normal,Korea Republic,Seongnam FC,Defender,2018.0,RB/LB,178 cm,70 kg,Right,3
0-69,66,Sivert Heltne Nilsen,10/2/1991,25,Normal,Norway,SK Brann,Midfielder,2018.0,CDM/CM,185 cm,78 kg,Right,3
0-69,66,Eero Markkanen,7/3/1991,25,Normal,Finland,AIK,Attacker,2018.0,ST,197 cm,97 kg,Left,3
0-69,66,Deni Milošević,3/9/1995,22,Youngster,Bosnia Herzegovina,Konyaspor,Midfielder,2019.0,CAM/LM,182 cm,73 kg,Right,3
0-69,66,Thierry Ambrose,3/28/1997,20,Youngster,France,Manchester City,Attacker,2020.0,ST/RW,178 cm,71 kg,Right,2
0-69,66,Lyes Houri,1/19/1996,21,Youngster,France,Roda JC,Midfielder,2018.0,CM/CAM,175 cm,75 kg,Right,3
0-69,66,Matías Blázquez,5/8/1991,25,Normal,Chile,CD Everton,Defender,2023.0,CB,188 cm,83 kg,Right,2
0-69,66,Ricardo Vaz,11/26/1994,22,Youngster,Portugal,CF Reus Deportiu,Midfielder,2020.0,RM/LM,172 cm,68 kg,Right,3
0-69,66,Jorge Sánchez,2/14/1993,24,Youngster,Mexico,Necaxa,Midfielder,2023.0,CM/CDM,170 cm,80 kg,Right,3
0-69,66,Sebas Coris,1/1/1993,24,Youngster,Spain,Girona CF,Attacker,2018.0,RWB/LWB,182 cm,72 kg,Right,3
0-69,66,Carlos Rivas,4/15/1994,22,Youngster,Colombia,Orlando City,Attacker,2023.0,ST/LW,174 cm,70 kg,Left,2
0-69,66,Andy Kawaya,8/23/1996,20,Youngster,Belgium,RSC Anderlecht,Midfielder,2018.0,RM,173 cm,82 kg,Left,3
0-69,66,Marco Ilaimaharitra,7/26/1995,21,Youngster,France,FC Sochaux,Midfielder,2017.0,CDM/CM,178 cm,77 kg,Right,3
0-69,66,Danilo Ortiz,7/28/1992,24,Youngster,Paraguay,Godoy Cruz,Defender,2020.0,CB,188 cm,86 kg,Left,3
0-69,66,Filippo Scaglia,1/31/1992,25,Normal,Italy,Cittadella,Defender,2017.0,CB,191 cm,88 kg,Right,2
0-69,68,Idriss Mhirsi,2/21/1994,23,Youngster,Tunisia,Red Star FC,Midfielder,2019.0,CAM/LM,177 cm,70 kg,Right,3
0-69,66,Rufo,1/13/1993,24,Youngster,Spain,RCD Espanyol,Attacker,2017.0,ST/CF,176 cm,73 kg,Right,3
0-69,66,Marcos Astina,1/21/1996,21,Youngster,Argentina,Junín,Attacker,2017.0,RW,170 cm,64 kg,Right,3
0-69,66,Junior Oto'o,5/23/1994,22,Youngster,Gabon,KVC Westerlo,Defender,2017.0,RB,177 cm,74 kg,Right,2
0-69,66,Olivier Kemen,7/20/1996,20,Youngster,France,GFC Ajaccio,Midfielder,2019.0,CM/RB,177 cm,78 kg,Right,3
0-69,66,Federico Álvarez,8/7/1994,22,Youngster,Argentina,Belgrano,Defender,2018.0,LB,183 cm,78 kg,Left,3
0-69,66,Samuel Štefánik,11/16/1991,25,Normal,Slovakia,Termalica,Midfielder,2017.0,CM,178 cm,74 kg,Right,4
0-69,66,César Mena,10/15/1988,28,Normal,Colombia,Patriotas,Defender,2023.0,CB,190 cm,83 kg,Right,2
0-69,66,Carlos Rivas,8/22/1991,25,Normal,Colombia,Jaguares,Attacker,2023.0,ST/RM,170 cm,60 kg,Right,3
0-69,66,Filip Marković,3/3/1992,25,Normal,Serbia,Royal Mouscron,Midfielder,2018.0,RM,181 cm,78 kg,Right,3
0-69,66,Fábio Santos,5/22/1988,28,Normal,Portugal,Chaves,Defender,2018.0,CB,184 cm,78 kg,Right,3
0-69,66,Diego Torres,7/31/1992,24,Youngster,Chile,CD Palestino,Defender,2023.0,LB,175 cm,70 kg,Left,2
0-69,66,Santiago Lizana,9/30/1992,24,Youngster,Chile,CD O'Higgins,Midfielder,2023.0,CAM,167 cm,68 kg,Right,3
0-69,66,Sam Nicholson,1/20/1995,22,Youngster,Scotland,Hearts,Midfielder,2017.0,LM/LW,175 cm,71 kg,Right,4
0-69,66,Fabián Manzano,1/13/1994,23,Youngster,Chile,Uni. Católica,Midfielder,2020.0,CDM/CM,173 cm,71 kg,Right,3
0-69,66,Facundo Cardozo,4/6/1995,21,Youngster,Argentina,Vélez Sarsfield,Defender,2017.0,CB/LB,182 cm,81 kg,Left,2
0-69,66,Andrea Barberis,12/11/1993,23,Youngster,Italy,Crotone,Midfielder,2018.0,CM,177 cm,72 kg,Right,2
0-69,66,Luca Lezzerini,3/24/1995,22,Youngster,Italy,Avellino,Goalkeeper,2017.0,GK,195 cm,86 kg,Right,2
0-69,66,Ignacio Pussetto,12/21/1995,21,Youngster,Argentina,Parque Patricios,Attacker,2020.0,ST/RM,180 cm,74 kg,Right,4
0-69,66,Christian Mafla,1/15/1993,24,Youngster,Colombia,Atlético Bucaramanga,Defender,2023.0,LB,175 cm,70 kg,Left,3
0-69,66,Manuel García,7/8/1988,28,Normal,Argentina,CD Antofagasta,Goalkeeper,2017.0,GK,188 cm,76 kg,Right,3
0-69,66,Christophe Diedhiou,1/8/1988,29,Normal,Senegal,GFC Ajaccio,Defender,2018.0,CB/LB,190 cm,76 kg,Right,3
0-69,66,Michael Heinloth,2/9/1992,25,Normal,Germany,N.E.C.,Defender,2018.0,RB,177 cm,75 kg,Right,4
0-69,66,Miller Mosquera,7/16/1992,24,Youngster,Colombia,Atlético Bucaramanga,Defender,2018.0,LB/CB,180 cm,72 kg,Left,2
0-69,66,Christian Bravo,10/1/1993,23,Youngster,Chile,Uni. Católica,Attacker,2018.0,RW/LW,168 cm,70 kg,Right,3
0-69,66,Juan Eduardo Fuentes,3/21/1995,22,Youngster,Chile,CD O'Higgins,Midfielder,2023.0,CM,175 cm,74 kg,Right,3
0-69,66,Marcos Caicedo,11/10/1991,25,Normal,Ecuador,Free Agents,Midfielder,2023.0,LM,176 cm,76 kg,Left,2
0-69,66,Francisco Dutari,3/3/1988,29,Normal,Argentina,Junín,Defender,2017.0,CB,182 cm,75 kg,Right,2
0-69,66,Vítor Gonçalves,3/29/1992,25,Normal,Portugal,Nacional,Midfielder,2020.0,CM,174 cm,70 kg,Right,3
0-69,66,Eliser Quiñones,11/7/1988,28,Normal,Colombia,Millonarios,Midfielder,2018.0,LM/ST,174 cm,80 kg,Left,3
0-69,66,Fabián Carmona,3/21/1994,23,Youngster,Chile,CD Palestino,Midfielder,2019.0,CAM,176 cm,69 kg,Right,3
0-69,66,Haythem Jouini,5/7/1993,23,Youngster,Tunisia,CD Tenerife,Attacker,2020.0,ST,192 cm,86 kg,Right,3
0-69,66,Gustavo Mencia,7/5/1988,28,Normal,Paraguay,Uni. Concepción,Defender,2017.0,LB,179 cm,78 kg,Left,3
0-69,66,Andrew Hjulsager,1/15/1995,22,Youngster,Denmark,Celta Vigo,Midfielder,2020.0,CM/RM,175 cm,72 kg,Right,3
0-69,66,Vadim Afonin,9/29/1987,29,Normal,Uzbekistan,FC Orenburg,Midfielder,2023.0,CDM/CB,176 cm,68 kg,Right,3
0-69,66,Emmanuel Boateng,1/17/1994,23,Youngster,Ghana,LA Galaxy,Midfielder,2023.0,LM,167 cm,70 kg,Left,3
0-69,66,Harold Cummings,3/1/1992,25,Normal,Panama,SJ Earthquakes,Defender,2023.0,CB,180 cm,84 kg,Right,2
0-69,66,Manuel Perez,5/11/1991,25,Normal,France,Stade Brestois,Midfielder,2017.0,CM/CDM,180 cm,71 kg,Right,3
0-69,66,Adam Sušac,5/20/1989,27,Normal,Croatia,Erzgebirge Aue,Defender,2017.0,CB,185 cm,80 kg,Right,3
0-69,66,Akapo,3/12/1993,24,Youngster,Equatorial Guinea,SD Huesca,Defender,2019.0,RB,178 cm,70 kg,Right,2
0-69,66,Alan Browne,4/15/1995,21,Youngster,Republic of Ireland,Preston,Midfielder,2019.0,CM/CDM,173 cm,71 kg,Right,4
